Id,Source,Target,Type,action,weight
14734,C633F914yxRtmM73dewRfRNn3gQmeg==,國軍高雄總醫院附設民眾診療處,Directed,export,1
14735,C635C877qvptuw5C3TRubFSDILPnwA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14736,C6370540igIAY5q6PlRgaQcqC2C/mQ==,衛生福利部旗山醫院,Directed,export,1
14737,C637FFBE//KKqGF9d/gTDPbhTzqxjA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14738,C63C0053rb87I/3ejiOTeaeQvZMvAw==,高雄市立鳳山醫院,Directed,export,1
14739,C63E1FE6h2uQam0x+4Uh9ahOthf7Ag==,義大醫療財團法人義大醫院,Directed,export,1
14740,C63F59A9KFvuA1oMBPhQUBY48M8uoQ==,高雄市立小港醫院,Directed,export,1
14741,C64F240CL2aoLTPZYR2TpXrxQle0jw==,衛生福利部旗山醫院,Directed,export,1
14742,C652C5FDvGPgSi9FeAIx/QP+GSfBdg==,高雄市立小港醫院,Directed,export,1
14743,C655C6F3ZJZWWN7OKKoBwVGI3ZVPYw==,高雄市立聯合醫院,Directed,export,1
14744,C65A5A25U1Ab7OFzH1pF96PCJsEWtA==,高雄市立鳳山醫院,Directed,export,1
14745,C65E9BC8igIAY5q6PlRkuuFvvSkx4A==,國軍高雄總醫院岡山分院,Directed,export,1
14746,C666AE13bqUTjqO2b/2qBN0WxpLoFA==,高雄市立大同醫院,Directed,export,1
14747,C669955F+0G3tzgUh1W2xZYrHFyLVQ==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14748,C670B27ADWaD7gS7ZEU4mPfFxgBsdg==,高雄市立岡山醫院,Directed,export,1
14749,C672EC37wNp7IerfZrs=,國軍高雄總醫院岡山分院,Directed,export,1
14750,C672EC37wNp7IerfZrs=,國軍高雄總醫院岡山分院,Directed,export,1
14751,C673C9F67NbJzxiBy5UC2iFtAg/9aA==,杏和醫院(高雄),Directed,export,1
14752,C67EF23C6DhYKJNQ+Qk1AW+Lm2L8Pw==,杏和醫院(高雄),Directed,export,1
14753,C680886FYrDMNigyWcaFMLy6o6t0hg==,衛生福利部旗山醫院,Directed,export,1
14754,C68796BBwcnW9Dvi8h9+ChuSUdgTDQ==,義大醫療財團法人義大醫院,Directed,export,1
14755,C68CF3CFSgfV3E2UgnhAs9q/C/kqTA==,高雄市立鳳山醫院,Directed,export,1
14756,C68E6E48A4iHmj/hn+Gh1vxqFOyPbA==,高雄市立大同醫院,Directed,export,1
14757,C68E904B2h7tElAe+1AV6SpXyWUSVA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14758,C68EB56EV8V0rZQCiSbsDMdyK/YlOA==,義大醫療財團法人義大醫院,Directed,export,1
14759,C695AC572qhFB6kraWVvFCtFv8pL7g==,國軍高雄總醫院岡山分院,Directed,export,1
14760,C695AC572qhFB6kraWVvFCtFv8pL7g==,國軍高雄總醫院岡山分院,Directed,export,1
14761,C69DAF5DK/7156Mz9CS0oQ6aE61kcg==,健仁醫院,Directed,export,1
14762,C6A23D38//KKqGF9d/jGudKsVNna8w==,高雄榮民總醫院,Directed,export,1
14763,C6A2855ESgfV3E2UgngnfvN1Lxhw8w==,國軍高雄總醫院附設民眾診療處,Directed,export,1
14764,C6A3C701U1Ab7OFzH1qTTHZyQXyIZQ==,高雄市立鳳山醫院,Directed,export,1
14765,C6A43A7EigIAY5q6PlSPSU/xh7ym9w==,高雄市立岡山醫院,Directed,export,1
14766,C6A54B73//KKqGF9d/h/dLjRtR90TQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14767,C6A7BE3FSJ7sdRj056MzkCvE6QFylQ==,衛生福利部旗山醫院,Directed,export,1
14768,C6A8634Csaisl6xyHX9dnilBZSFV2A==,高雄市立大同醫院,Directed,export,1
14769,C6AF9F3AS+gyO0oiCDjEZimkmbCbVg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14770,C6AF9F3AS+gyO0oiCDjEZimkmbCbVg==,邱外科醫院,Directed,export,1
14771,C6B026BFDWaD7gS7ZEWOHJ3RrsUUyQ==,國軍高雄總醫院岡山分院,Directed,export,1
14772,C6B09E63+0G3tzgUh1U0FIGLN1usfQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14773,C6B12C2ASjPnGiXD/y2SCig7/3ljCg==,健仁醫院,Directed,export,1
14774,C6B2F783DWaD7gS7ZEXIWdzopLz40A==,高雄市立聯合醫院,Directed,export,1
14775,C6B3A761YrDMNigyWcbGD4UiduKkAA==,瑞生醫院,Directed,export,1
14776,C6BD45D8j20tiKcOJNRpzL1TJk4arw==,衛生福利部旗山醫院,Directed,export,1
14777,C6BFD104z4ngs0a0kgYr2mCENBuaYA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14778,C6BFFC4ABhhex9MB0B6tTFyCDygxKQ==,高雄市立小港醫院,Directed,export,1
14779,C6C0D624YrDMNigyWcYnBxQ0zXJObQ==,衛生福利部旗山醫院,Directed,export,1
14780,C6CF2DC4nqyP5+xpGL/5lXhIm9XXLw==,高雄市立小港醫院,Directed,export,1
14781,C6D0B55C+0G3tzgUh1ViVqMLSYcO1g==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14782,C6D128ABigIAY5q6PlTDYANoLcwskg==,高雄市立岡山醫院,Directed,export,1
14783,C6D2D798igIAY5q6PlS/+hESDzc4kw==,國軍高雄總醫院岡山分院,Directed,export,1
14784,C6D50B67igIAY5q6PlS+lkP5CcSWVQ==,高雄市立岡山醫院,Directed,export,1
14785,C6D72C6EC/fBH/iyYRzii6Ww3oh3Ow==,國軍高雄總醫院附設民眾診療處,Directed,export,1
14786,C6D85A96K/7156Mz9CSnKSUCQa3d/w==,建佑醫院,Directed,export,1
14787,C6D91D9EumkXXadWRB1MZT3yPNky/Q==,高雄市立岡山醫院,Directed,export,1
14788,C6E1C154//KKqGF9d/gmS1mMo/C0YA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14789,C6E2ED05d5tYJMFKkGK/8UmxX3199g==,國軍高雄總醫院岡山分院,Directed,export,1
14790,C6EC3F64S7WmEcYn4Nbyb/swp/s+cg==,高雄市立大同醫院,Directed,export,1
14791,C6EE44E6yxRtmM73deykA26IPK2oOA==,衛生福利部旗山醫院,Directed,export,1
14792,C6F05441DWaD7gS7ZEVLKlhzNeB/oQ==,衛生福利部旗山醫院,Directed,export,1
14793,C6F183CE8+3qpO/z404wf7FZQePCJQ==,國軍高雄總醫院左營分院,Directed,export,1
14794,C6F1E0EBnAq4Kh+I18qvVkrJ13mhqQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14795,C6F40483igIAY5q6PlSc6Blq5ZOUDg==,義大醫療財團法人義大醫院,Directed,export,1
14796,C6F4F0BEbXze2NbVbaqVBCknhB7khQ==,高雄市立聯合醫院,Directed,export,1
14797,C6F6F736DWaD7gS7ZEUzap7Irt90XQ==,衛生福利部旗山醫院,Directed,export,1
14798,C6F8D6EBumkXXadWRB28A8vqIDFKww==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14799,C6F9D8FF8+3qpO/z407Mya1pyNG7Ng==,高雄市立大同醫院,Directed,export,1
14800,C6FA5A75//KKqGF9d/hNlaKKEdNfSA==,高雄市立小港醫院,Directed,export,1
14801,C6FC23D1lBu9iOVLyqybKAJzDmMw/w==,國軍高雄總醫院岡山分院,Directed,export,1
14802,C6FD7D68nAq4Kh+I18r7H34u4qFwdw==,高雄市立岡山醫院,Directed,export,1
14803,C6FD7D68nAq4Kh+I18r7H34u4qFwdw==,高雄市立岡山醫院,Directed,export,1
14804,C6FD7D68nAq4Kh+I18r7H34u4qFwdw==,高雄市立岡山醫院,Directed,export,1
14805,C7063D5522jaPW9vHuoISmlD3Wm2Sw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14806,C70B8D988+3qpO/z405upu6z2MlVsw==,杏和醫院(高雄),Directed,export,1
14807,C70CEBA25ACAyzKGkl56h/guTKjEEA==,衛生福利部旗山醫院,Directed,export,1
14808,C715CE91j5/4wFZhlNg+N0ajZCjQSg==,國軍高雄總醫院左營分院,Directed,export,1
14809,C71C36BDHJlqYc5BtIn8qPgn+mVd7Q==,衛生福利部旗山醫院,Directed,export,1
14810,C71F41CEU1Ab7OFzH1r0VvwqQJkIHA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14811,C723FA26ZFaX6VKNE4cqgc19Y76JbQ==,義大醫療財團法人義大醫院,Directed,export,1
14812,C7249704DWaD7gS7ZEVSNMKGVsrxwg==,衛生福利部旗山醫院,Directed,export,1
14813,C7270E7EwcnW9Dvi8h9eCwnJM8nYTQ==,瑞生醫院,Directed,export,1
14814,C72CF765It/ImrxV6IKig7Als+bkLg==,義大醫療財團法人義大醫院,Directed,export,1
14815,C72E18176DhYKJNQ+Qn4Ga+ZNjPpKg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14816,C7312717wOGsoPhU2QFLX86c3+Ib6w==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14817,C732B019bqUTjqO2b/2LzI3XIRSzQw==,高雄市立民生醫院,Directed,export,1
14818,C733317CnZGARQzwb+xEv17qfu71+A==,大東醫院,Directed,export,1
14819,C73A95F4+29aQn//RPgFK1uQz2FndA==,衛生福利部旗山醫院,Directed,export,1
14820,C7429F6Ed5tYJMFKkGI162aIc2B8Zg==,高雄市立岡山醫院,Directed,export,1
14821,C7455CE9V1tKDO6KVMKeSIU6vmN58Q==,義大癌治療醫院,Directed,export,1
14822,C74614F5kAY/MrSZn35BvJghZP/Rwg==,高雄市立聯合醫院,Directed,export,1
14823,C7466289umkXXadWRB0FDfvd5T/S4A==,國軍高雄總醫院岡山分院,Directed,export,1
14824,C7470DB2pBJd2BI4r3bYBL7BVl2gJg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14825,C747B1E0yxRtmM73dexhQ04Oum+9RA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14826,C74ADB21uxPQVWaqtLfJfGfdqp7/jA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14827,C755A047DWaD7gS7ZEVwjduc2zIo5g==,高雄市立大同醫院,Directed,export,1
14828,C758FE43igIAY5q6PlTK86AwVMZJ0w==,高雄市立岡山醫院,Directed,export,1
14829,C75A807BMPXc6laRGbavlVfeObI2bw==,義大醫療財團法人義大醫院,Directed,export,1
14830,C76B9CEADWaD7gS7ZEVX9ypohR+oYg==,衛生福利部旗山醫院,Directed,export,1
14831,C76FE797diDmr/smLy5TBp0Mmfb6NA==,高雄市立小港醫院,Directed,export,1
14832,C771F588h2uQam0x+4X4poCMhJzG6Q==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14833,C7723662CrRsv27y28iET3I1Aoi8OQ==,高雄榮民總醫院,Directed,export,1
14834,C7748872hsP9luX6apKwKjO7Qr6Eig==,義大醫療財團法人義大醫院,Directed,export,1
14835,C784566CKyJZGhCEcI9us2Ay5AQWIw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14836,C7859C15HbxXFt0+Ps5X1mnfWmDvlQ==,高雄市立大同醫院,Directed,export,1
14837,C7862C2DosRRy2TBEdTDpdqA2A+k1g==,高雄市立大同醫院,Directed,export,1
14838,C78CF191igIAY5q6PlTx1mONih2xlQ==,高雄榮民總醫院,Directed,export,1
14839,C78CF191igIAY5q6PlTx1mONih2xlQ==,高雄市立岡山醫院,Directed,export,1
14840,C7920F44yDC3ipk7Qg7XbJtfCbp9cA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14841,C7971BD2FR1xZGliooeQtTbAvjPCzQ==,國軍高雄總醫院附設民眾診療處,Directed,export,1
14842,C79B4B67DWaD7gS7ZEVhXES7az7pZA==,國軍高雄總醫院左營分院,Directed,export,1
14843,C7A395EEh2uQam0x+4WIT7RXa7PASQ==,衛生福利部旗山醫院,Directed,export,1
14844,C7A6DEA6sNnWhOo7uituCIZJKS1vcQ==,建佑醫院,Directed,export,1
14845,C7A84A9BG3eJZHP+LGkb4Ny/ynDTyA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14846,C7ABF32DXLRHJBZi1lvpDBDEgTVZUA==,國軍高雄總醫院左營分院,Directed,export,1
14847,C7AD5F17mh8KMPH4XizLSBFF9EeWDA==,衛生福利部旗山醫院,Directed,export,1
14848,C7B3DE38+0G3tzgUh1UEbat5MD8awg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14849,C7B4510CBhhex9MB0B7Ptk1WkdSwNg==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
14850,C7B4E6F4/WgLuqXtLy3+v9UclDQGKw==,高雄市立大同醫院,Directed,export,1
14851,C7B7CF4Cr/0IYc2iUXHBmZVDou84IQ==,建佑醫院,Directed,export,1
14852,C7BF3FE3DWaD7gS7ZEXu/wg/b21cpA==,健仁醫院,Directed,export,1
14853,C7C5E9DCBhhex9MB0B6Lw5NZMi+U/A==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14854,C7CC9E70igIAY5q6PlQnHhJrBuqGWQ==,高雄榮民總醫院,Directed,export,1
14855,C7CC9E70igIAY5q6PlQnHhJrBuqGWQ==,國軍高雄總醫院岡山分院,Directed,export,1
14856,C7CCF4FEK/7156Mz9CQhj4d5OB4VrA==,國軍高雄總醫院岡山分院,Directed,export,1
14857,C7D2EB867LyPd7htI+pWIjpXkq0RLQ==,建佑醫院,Directed,export,1
14858,C7D6B6FB/WgLuqXtLy231/034Iw20g==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14859,C7D6B6FB/WgLuqXtLy231/034Iw20g==,高雄市立鳳山醫院,Directed,export,1
14860,C7D85828k15+Rf7t2D09TXPLJ/fR7w==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14861,C7DBCC66O/WWGcGAaCgIgzMKYq8NwA==,衛生福利部旗山醫院,Directed,export,1
14862,C7EA2FF7G3eJZHP+LGkKr7ZH6NgViw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14863,C7F0DFABh2uQam0x+4ULkbgFVUxfjA==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
14864,C7F17857//KKqGF9d/jfUqcs/u5IKg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14865,C7F3A451sx+MAupUbm2G1mnjMtA2FA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14866,C7F662A0YrDMNigyWcbFbdbJBKCXvw==,義大醫療財團法人義大醫院,Directed,export,1
14867,C7FC62F8igIAY5q6PlTkLBWbozw+lA==,義大醫療財團法人義大醫院,Directed,export,1
14868,C7FE5CB2igIAY5q6PlT3zlOOJDBJyg==,衛生福利部旗山醫院,Directed,export,1
14869,C8000083+trjpEPIW3ydEbo2fqab4g==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14870,C8004ADCD6hkSYBAmxpUpjCzwU2uyA==,高雄市立岡山醫院,Directed,export,1
14871,C804483Ef4/zqyLnLeyWodSpp4YMZg==,高雄市立鳳山醫院,Directed,export,1
14872,C8059F88SBhpL+kaWxaKc9/PHu0t+w==,義大醫療財團法人義大醫院,Directed,export,1
14873,C80649F4uxPQVWaqtLdJBN/ffx3IbQ==,國軍高雄總醫院左營分院,Directed,export,1
14874,C806FE46H4jebwNh2oAclTBDUeq/OQ==,義大醫療財團法人義大醫院,Directed,export,1
14875,C80DC474A4iHmj/hn+F7ww5XM76dTw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14876,C80E3BF6QkQl3dcD2qKtwUWJICYjZg==,國軍高雄總醫院左營分院,Directed,export,1
14877,C815302AumkXXadWRB2xOZKilibOZQ==,義大醫療財團法人義大醫院,Directed,export,1
14878,C81A30057f3iNcBold0lmi3+7/1IVA==,國軍高雄總醫院左營分院,Directed,export,1
14879,C81CAEADuxPQVWaqtLd/tOocgFLZRQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14880,C81D82B4YrDMNigyWcaO1OnXVjV9OQ==,衛生福利部旗山醫院,Directed,export,1
14881,C81F8D2BmdgIlLPKjf6aki20u+BUig==,建佑醫院,Directed,export,1
14882,C824B5B79+3EJpo+LMRr9c+QrhNgnQ==,義大醫療財團法人義大醫院,Directed,export,1
14883,C82B5DEESjPnGiXD/y0aX5FWJzztMQ==,衛生福利部旗山醫院,Directed,export,1
14884,C82D7014K/7156Mz9CSQf4/Jkbpupg==,國軍高雄總醫院左營分院,Directed,export,1
14885,C831B283SBhpL+kaWxb2g1Gp2kVwBQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14886,C8355915j20tiKcOJNTpJx8zVYO7Dg==,高雄市立鳳山醫院,Directed,export,1
14887,C83A18C7umkXXadWRB3YfZbzLT64RA==,健仁醫院,Directed,export,1
14888,C83B66B7/WgLuqXtLy04VuuWx3jZzg==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14889,C8405919h2uQam0x+4XgDOvt9KDr/Q==,衛生福利部旗山醫院,Directed,export,1
14890,C841674EV1tKDO6KVML7Kal1LUDhXw==,高雄市立小港醫院,Directed,export,1
14891,C8425C65pBJd2BI4r3YJRxgtpVJxOg==,高雄市立大同醫院,Directed,export,1
14892,C84599D1bNTMMDeb/EV9g5MfmHWqDQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14893,C84599D1bNTMMDeb/EV9g5MfmHWqDQ==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14894,C8471D43//KKqGF9d/ggkcLwTlPXZQ==,高雄市立大同醫院,Directed,export,1
14895,C8475398+0G3tzgUh1UjwhYcV9+JeQ==,健仁醫院,Directed,export,1
14896,C84AB6BBrVcSMVtZIYaIkgc2eg7T5A==,義大醫療財團法人義大醫院,Directed,export,1
14897,C84C27E8SjPnGiXD/y2l7e8NcHKKKg==,衛生福利部旗山醫院,Directed,export,1
14898,C84CD804f4YfbnjgovgCd/OrMZxZsA==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14899,C8562CDCv649ZwJhykSlLgSFEtBe/w==,義大醫療財團法人義大醫院,Directed,export,1
14900,C857BA69j20tiKcOJNT/0axPriEY4w==,義大醫療財團法人義大醫院,Directed,export,1
14901,C85E23DAYrDMNigyWcYRd5Z1ZWTV1Q==,義大醫療財團法人義大醫院,Directed,export,1
14902,C862104CebhoI1Wizy99xuGSnDSLLw==,義大醫療財團法人義大醫院,Directed,export,1
14903,C86249D8Mm0uctDyRjodgxb7sawv/Q==,健仁醫院,Directed,export,1
14904,C869BE5EB+7qWPoc4G7P5Yah5Inoyg==,高雄市立岡山醫院,Directed,export,1
14905,C86DEB4F6DhYKJNQ+Qnx9ydJwpWkdA==,高雄市立鳳山醫院,Directed,export,1
14906,C871E7DC6G/3Q8ldY9BZRZ3u+CXKWg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14907,C871E7DC6G/3Q8ldY9BZRZ3u+CXKWg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14908,C87387F4L2aoLTPZYR2ty9tytK2Xyw==,義大醫療財團法人義大醫院,Directed,export,1
14909,C87CD179yDC3ipk7Qg5Wv2YJhPxKdA==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14910,C881B90AHNDSHLC4D67nGp8jV2nnYA==,國軍高雄總醫院左營分院,Directed,export,1
14911,C884E3BCd5tYJMFKkGL0/oph1JQ64w==,義大醫療財團法人義大醫院,Directed,export,1
14912,C8877295yxRtmM73deySOJbVgOzDeg==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14913,C888DB59sA8tr+pVUawM9HJc59KKLw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14914,C88A7412mdgIlLPKjf6w6PaMjxmpHQ==,高雄市立小港醫院,Directed,export,1
14915,C88B375Au9KWPq7OZVTwp7KfaaV6bA==,衛生福利部旗山醫院,Directed,export,1
14916,C88CF193I8ezCx4nJ46czptmzuy4yQ==,建佑醫院,Directed,export,1
14917,C88F47E8saisl6xyHX+EYQyzv8KyMw==,高雄市立小港醫院,Directed,export,1
14918,C899D1BEsA8tr+pVUawz+Z4Go5+pmA==,高雄市立大同醫院,Directed,export,1
14919,C89BD2BEh2uQam0x+4Ujp4fjsXdFag==,衛生福利部旗山醫院,Directed,export,1
14920,C8B1F93B7R2c11qgu/asB0kpmWWMNg==,建佑醫院,Directed,export,1
14921,C8B33BCEcFNPqcaqipUDzB4HM3H3gA==,義大醫療財團法人義大醫院,Directed,export,1
14922,C8B68430uxPQVWaqtLfs201xTvt1Jw==,高雄市立小港醫院,Directed,export,1
14923,C8B88119umkXXadWRB3AIAFI5AjYmA==,高雄市立鳳山醫院,Directed,export,1
14924,C8BB4781D6hkSYBAmxqRoiZ55vdFJg==,建佑醫院,Directed,export,1
14925,C8BE5F37U1Ab7OFzH1pvBHGKzidEJQ==,高雄市立鳳山醫院,Directed,export,1
14926,C8C1D09C8+TehtTA7X4+pBke66uiCA==,義大醫療財團法人義大醫院,Directed,export,1
14927,C8C417D8d5tYJMFKkGJFGoxZ1Yr7Dg==,健仁醫院,Directed,export,1
14928,C8C471A0kNta5b3JMcIezBQliqVY3w==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
14929,C8C51A67XFc3TCNUR1DYk8Ln6Tb5gA==,健仁醫院,Directed,export,1
14930,C8C8BCD1f4YfbnjgovjQntYhp4fjQQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14931,C8CB54CF+0G3tzgUh1WGjxP31kU0CA==,高雄榮民總醫院,Directed,export,1
14932,C8CBFE50z4ngs0a0kgY5wgZpD55fXg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14933,C8CF79307NbJzxiBy5WQBX5MNJ5bVg==,義大醫療財團法人義大醫院,Directed,export,1
14934,C8D1EBBBaK2MVM6MKVW5k2T/QgU7kA==,高雄市立岡山醫院,Directed,export,1
14935,C8D2C273tq4VLnO5qq/wafN8NrfupQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14936,C8D61833JokfYpyhpYba7AlxBldmeQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14937,C8E19807d5tYJMFKkGLCKxH6uGLgiQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14938,C8E4416CZgxGJsrm+FgxxhxB606W7Q==,義大醫療財團法人義大醫院,Directed,export,1
14939,C8E4D70Bh2uQam0x+4UnpF4bc35JFA==,衛生福利部旗山醫院,Directed,export,1
14940,C8EE3E2ABMQDeW100YtskoSNqD08fg==,義大醫療財團法人義大醫院,Directed,export,1
14941,C8EF3AE2kdpSho6/xPh/DxGZ1UWsFg==,高雄市立大同醫院,Directed,export,1
14942,C8EF43677R2c11qgu/Y9B069TH0FRA==,高雄市立鳳山醫院,Directed,export,1
14943,C8F4937BPunfSMEVabx0qk0HDIwQqA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14944,C8F633CDDWaD7gS7ZEUAuxV9IhmL+w==,衛生福利部旗山醫院,Directed,export,1
14945,C8F98E1Db0r6JTCCnhMvk4AVpqid5g==,義大醫療財團法人義大醫院,Directed,export,1
14946,C8F9A4C65ACAyzKGkl4FfdWRbU5uAQ==,衛生福利部旗山醫院,Directed,export,1
14947,C8F9ACBBmdgIlLPKjf5GuoWJOvj0TQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14948,C90219A5wY616DN3kqgipfU3JHtokQ==,高雄市立岡山醫院,Directed,export,1
14949,C907BDF57f3iNcBold31DXrba/k8Tw==,高雄市立大同醫院,Directed,export,1
14950,C90A1E2C8+3qpO/z405speSLQidO0g==,高雄市立聯合醫院,Directed,export,1
14951,C90E16D7DWaD7gS7ZEWvm8ze48CrMQ==,健仁醫院,Directed,export,1
14952,C90EC261U1Ab7OFzH1obuOypkiE5uQ==,高雄市立民生醫院,Directed,export,1
14953,C90FE71D/3WWScJRGGgy/HqT//vbFw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14954,C9192F7FL2aoLTPZYR1U7OY4Pcd6WA==,高雄市立大同醫院,Directed,export,1
14955,C91D1C9CL2aoLTPZYR1W0FkBgfyxsA==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14956,C91F25BDuxPQVWaqtLdgS9AufpvwtQ==,高雄市立聯合醫院,Directed,export,1
14957,C92805B3nAq4Kh+I18pm8LUQX2jUdQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14958,C92D41CEOqf67ocMbHdxoYDSARqo8w==,衛生福利部旗山醫院,Directed,export,1
14959,C92D7F3AHNDSHLC4D65iMEz2bv2ZMQ==,高雄市立大同醫院,Directed,export,1
14960,C92D7F3AHNDSHLC4D65iMEz2bv2ZMQ==,高雄市立大同醫院,Directed,export,1
14961,C92DDF4Fh2uQam0x+4XVMhno1olVCw==,衛生福利部旗山醫院,Directed,export,1
14962,C933BA6Ex39hNpJ87Mc2dduQ+GapBA==,高雄榮民總醫院,Directed,export,1
14963,C934E076U1Ab7OFzH1obtbzPjG2efA==,國軍高雄總醫院附設民眾診療處,Directed,export,1
14964,C9360ABAY70qNZGYNIE0GPMBtgzgUQ==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14965,C938DA3ByxRtmM73dewhxmbStaudzw==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14966,C93A9A37k15+Rf7t2D2rZ8yV95Qd2Q==,天主教聖功醫療財團法人聖功醫院,Directed,export,1
14967,C93EF85EL2aoLTPZYR3MgQBx8vS7fQ==,義大醫療財團法人義大醫院,Directed,export,1
14968,C947B1DAMbF+8Cuvg7iNDpzxgNNAhw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14969,C94A08DEyDC3ipk7Qg5HG56CiTsbHg==,輔英科技大學附設醫院,Directed,export,1
14970,C94C9ECCRnV+B992Zr6Ac9jNdtaMHw==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14971,C955665DigIAY5q6PlRBnF1emdwHQw==,健仁醫院,Directed,export,1
14972,C955AC452qhFB6kraWUSUWvzVmdCHg==,健仁醫院,Directed,export,1
14973,C960732BD6hkSYBAmxr7IE15AV+1fQ==,建佑醫院,Directed,export,1
14974,C96866DD1bv4TR8v9qsaFE2A6vnfKQ==,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,export,1
14975,C9699B6E6fdTMQAzFALXDOtXHNLfYA==,高雄市立小港醫院,Directed,export,1
14976,C96B3C19yDC3ipk7Qg4AwB1uW4/5BQ==,杏和醫院(高雄),Directed,export,1
14977,C971366Ad5tYJMFKkGI+rj27ohqWhQ==,衛生福利部旗山醫院,Directed,export,1
14978,C974C61Bsaisl6xyHX/qRb6O83Ln7g==,高雄市立大同醫院,Directed,export,1
14979,C977A981saisl6xyHX8OKV8coAvyyg==,長庚醫療財團法人高雄長庚紀念醫院,Directed,export,1
14980,C97D7E30saisl6xyHX/Ositl+3EkvQ==,高雄市立聯合醫院,Directed,export,1
14981,C97D7E30saisl6xyHX/Ositl+3EkvQ==,國軍高雄總醫院左營分院,Directed,export,1
14982,C9863433f4YfbnjgoviqAqAYUrrC5Q==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
14983,C98D5285z4ngs0a0kgbY3mfP0Y4Ymw==,阮綜合醫療社團法人阮綜合醫院,Directed,export,1
14984,C9925C4A3kedvjWR2eTnC3WZn7SNlQ==,健仁醫院,Directed,export,1
14985,C9967FCBh2uQam0x+4WZ22ZKhIcxcA==,義大醫療財團法人義大醫院,Directed,export,1
